name,description,Location,Founder,Year founded,Active Status,Industries,Portfolio Size,Investment Stage,Contact Email,Website,LinkedIn,Number of Investments,Phone Number,Number of Exits,Facebook,x
UK Lebanon Tech Hub - Accelerator,"Bridging Lebanon and the UK, this accelerator matches academic brilliance with commercial muscle. It’s all about R&D—bolt-on collaborations with British unis and even oddball projects like CERN soil sensors. There’s serious non-dilutive funding (£2.5 million in grants to date), but competition’s stiff: just 5–10 startups get in each year. If your deep tech’s got legs, this is your shot.","Beirut, with ties to UK universities",UK Government and Banque du Liban,2017,Active,"Deep tech, R&D",Accelerated 78 startups that raised more than $36 million,Early-stage to Growth-stage,Via UK Lebanon Tech Hub website,https://uklebhub.com/?ref=lebanesetech,,7 startups invested in; 81 alumni startups,,,,
AB Accelerator,"Backed by Arab Bank, AB Accelerator’s laser-focused on the fintech world. If your founding team is chasing innovation in financial tech, this programme’s proper gold dust—mentoring, cash possibilities, and more importantly, unique industry access that’s tough to buy. The accelerator’s big selling point? Close ties with regional investors like Algebra Ventures and Disruptech, plus a real opening to work with one of the Middle East’s powerhouse banks. For early-stage fintech startups hunting for angel investors or eyeing up their next seed funding, it’s a solid bet.","Amman, Jordan",Arab Bank,2018,Active,"Fintech, Venture Capital",,"Seed, Series A",hello@abxelerate.com,https://abxelerate.com/,https://www.linkedin.com/company/ab-xelerate/,9,,,,
AHLI FINTECH,"Owned by Jordan Ahli Bank, AHLI FINTECH claims the first fully bank-owned fintech accelerator title in the country, and it’s not shy about offering perks. Early and seed-stage startups get up to $200k, in exchange for a $30k fee (watch those expenses), plus access to real bank customers and over 200 bank APIs in a tailor-made sandbox. With more than a thousand mentors at your disposal, you can properly hammer your business model into shape. There’s workspace, a 6-month programme, and solid business development hand-holding—all designed to put Jordan on the fintech investor map.","King Hussein Business Park, Building 19, Floor 1 | Amman, Jordan",Jordan Ahli Bank,2017,Active,Financial Technology (FinTech),,Early and seed-stage,fintech@ahli.com,https://ahlifintech.com/,https://www.linkedin.com/company/ahlifintech,7,,,,
Founder Institute (Jordan Chapter),"If you’re early doors—still at idea stage and not yet sure if you should even bother with a cap table—Founder Institute’s Jordan outpost is a good test. Part of a sprawling global network, their programme gets hands-on, pushing founders from daydream to something remotely fundable. Standout bits? A structured four-month accelerator, plus free alumni labs for ongoing support. Led by big community names like Maher Santarissy, it’s no smoke and mirrors; you’ll be sweating through pitch decks, but you’ll come out the other side with clarity—or possibly a major pivot.","Amman, Jordan",Adeo Ressi (Global Founder); Jordan Chapter led by Maher Santarissy and Mohammad Santarissy,2009 (global),Active,"Technology, Digital Media, Software, Biotech, Cleantech, E-commerce, Advertising, Consumer Electronics","Not publicly disclosed for the Amman chapter. Globally, the Founder Institute has over 7,500 alumni companies.",Idea and pre-seed,,https://fi.co/,https://www.linkedin.com/company/founder-inssitute-me,"7,500+ (global)",,"Not publicly disclosed for the Amman chapter. Globally, the Founder Institute has facilitated +110 exits.",,
HimayaTech,"Only got room for cyber obsessives here—HimayaTech, in partnership with Jordan’s ICT Association and Zain, is the go-to if your product’s keeping hackers at bay. It’s not just another broad accelerator; there’s real hands-on technical training, guidance on go-to-market and proof of concept work, and support with that fiddly legal setup. Their laser focus on cybersecurity (a field that rarely gets enough spotlight in the region) means connections and training you’d struggle to find elsewhere in Jordan’s startup ecosystem.","Amman, Swaifieh, 20 Salah Al Shaimat St, Park Plaza, Office 724","int@j in partnership with Zain Jordan & ZINC, supported by ISSF",,Active,Cybersecurity,,Early startup with a team,info@intaj.net,https://intaj.net/welcome-to-himayatech/,https://www.linkedin.com/company/1307584/admin/,,+962 (6) 581 2013,,,
iPARK Jordan,"Everyone in Amman’s heard about iPARK. As a sector-agnostic incubator, it’s supported over 300 early-stage startups and claims responsibility for 3,000 jobs (not too shoddy). iPARK’s not obsessed with buzzwords, it’s all about practical workshops, connectivity, and workspace for founders who want to actually get things done. Throw in $20 million of enabled investment, a solid record of patent wins, and attention to diversity—female founders make up a quarter of the cohort—and you’ll see why it’s a mainstay for the city’s ambitious upstarts and angels alike.","Royal Scientific Society (RSS)
70 Ahmad Al Tarawneh St.,
Al Jubaiha, Amman, Jordan",Royal Scientific Society (RSS),2003,Active,"Technology, Innovation",300+,Early-stage startups with a team,info@ipark.jo,https://www.ipark.jo/,https://www.linkedin.com/company/ipark-jordan%27s-technology-incubator,$20M+,+962 6 535 9949,,,
MADRAJ (Madraj Innovation Space),"Specialising in media startups, MADRAJ gives founders access to mentorship, workshops, and ever-useful networking shindigs. If you’re in media, design or content and want more than just advice, their extra bits—financing links, support around legal stuff and intellectual property, even pitch events and hackathons—start to feel invaluable. It’s a proper cluster of creative energy that’s nudging Jordan’s media ecosystem onto the regional radar.","Q. Mesbah street, Amman - Jordan",Rawan Jayousi,2014,Active,"Media, Journalism",,Incubation,info@madraj.me,https://madraj.me/,https://www.linkedin.com/in/madraj-me-60280522b/,,+962 7 9994 54345,,,
myStartup Incubator,"Run by the non-profit juggernaut INJAZ, myStartup Incubator is practically a rite of passage for young founders wanting guidance (but not arm-twisting) through the earliest stages. You’ll get desk space, tailored mentorship, and access to an expert network that covers all the MENA bases. It’s as much about building confidence and street smarts as it is finding that all-important first angel backer or prepping your term sheet. If you mess up, at least you’ll have a support network that understands—been there, done that.","Amman, Jordan",INJAZ,2018,Active,"Various, with a focus on youth and women entrepreneurship",,Early startup with a team,info@injaz.org.jo,https://injaz.org.jo/mystartup/,https://www.linkedin.com/company/mystartuporg,,+962 6 565 7410,,,
Oasis500,"Oasis500 put Jordan on the early-stage map back in 2010 and has been a magnet for tech and creative startups ever since. Their 6-month programme covers all the gritty bits—intensive business training, solid mentorship, and real cash (from $30k to $100k pre-seed, and up to $350k for early growth types). Expect to give up 5–15% equity, but in return, you join a long line of 169 startups that’ve together hit $200 million portfolio value. This one’s become almost mythic in VC funding circles in the region.","Amman, Jordan",Karim Kawar,2010,Active,Technology and Creative Industries,169 startups,Pre-seed and Seed,info@oasis500.com,https://oasis500.com/,https://www.linkedin.com/company/oasis500/,169,,,,
Shamal Start,"Based in northern Jordan, Shamal Start straddles manufacturing and services, but what really makes it stand out is FabLab Irbid—the country’s first fully digital fabrication lab (and one of the world’s twenty biggest). This place is proper paradise for hardware maestros, with funding, expert coaching, and prototyping possibilities you won’t get in your average landlord’s garage. If you like to build what you pitch and want mentorship with real bite, it’s worth your attention—even if the traffic in Irbid does your head in.","Irbid Development Area
Luminus Technical University College (LTUC), Building #1",Luminus Education in partnership with RSS – iPARK,2016,Active,Manufacturing and Services,Over 185 incubated startups,Early-stage,info@shamalstart.com,https://www.shamalstart.com/,,55,+962 799 207 198,,https://www.facebook.com/jordanstart.jo,
TTi,"Youth and early-stage ideas get a home at TTi, a non-profit that brings entrepreneurship down from the clouds and into reality. Their sector-agnostic approach is all about practical workshops, training, and soft landing support. For founders terrified by the idea of a cap table but keen to test drive an idea, TTi gives a less intimidating way to build skills and get those first stabs at market entry with your mates (or foes, depending how cofounder squabbles go).","Amman, Irbid, and Karak, Jordan",TTi Organization,2010,Active,"echnology, Green Economy, Recycling, Eco-Tourism, Upcycling, Cultural and Creative Industries",Over 250 startups,Early startup with a team,info@tti-jo.org,https://tti-jo.org/,https://www.linkedin.com/company/trip-to-innovation,,+962 6 585 3424,,,
VentureX,"Last but never least, VentureX sells itself on practical, sometimes unconventional, approaches to startup-building. If you’re sick of endless “founder mindset” webinars, the organisation favours working business models over buzzwords, and actively partners with governments and the private sector to run themed accelerators across all sorts of industries. Their non-profit status means there’s less sales pitch and a bit more leeway for experimentation. Escape the ordinary—just make sure your spelling is better than mine (I once wrote stratup instead of startup in a term sheet and my lawyer still brings it up).",Jordan,Walid Tahabsem,2020,Active,"AgriFoodTech, Creative Industries, HealthTech, Tourism",,Early startup with a team,info@theventurex.com,https://www.theventurex.com/,https://jo.linkedin.com/company/the-venturex,,+962 7 9808 2668,,,
AAST Entrepreneurship Center,"Part of the Arab Academy for Science, Technology and Maritime Transport, the AAST Entrepreneurship Center is focused less on backing individual startups and more on nurturing those running entrepreneurship programmes across the MENA region and Europe. Their signature offering, the RIPPLE programme, is all about upskilling managers from university incubators and accelerators. If you’re a founder, you might not hear their name often, but their work powers a chunk of the Alexandria startup scene behind the scenes—think of them as a sort of “startup for startups”. Connections to AAST also offer access to a huge academic and talent pool for those lucky enough to get in on the right side.","Alexandria, Egypt","Arab Academy for Science, Technology and Maritime Transport (AASTMT)",2015,Active,"Agribusiness, Supply Chain, Tourism, Technology, and more",over 3600 startups,Early-stage startups,ec@aast.edu,https://ec.aast.edu/,https://www.linkedin.com/company/aast-entrepreneurship-center,"Supported more than 250 startups, conducted 340+ training sessions, awarded over EGP 10 million in funding and cash prizes","+2 01116445412
+2 01116445421",,,
Craft Pioneers,"If your startup’s a bit more artsy or stitched together from the creative industries, Craft Pioneers is worth a look. Run out of the icealex hub, this programme backs founders steering creative ventures across Egypt’s Delta region, not just Alexandria itself. It’s hands-on, cohort-based, with mentorship, networking, and a knack for connecting craft with genuine business nous. Over two rounds alone they’ve supported at least 28 creative startups—14 per go—which is nothing to sniff at if you’re looking to raise your profile and maybe catch the eye of an angel investor who’s into more than spreadsheets.","Alexandria, Egypt",,,Active,"Creative Industries, including handicrafts, design, and cultural enterprises",28 startups (latest two cohorts),Early-stage,,,,,,,,
Founder Institute Alexandria,"The world’s biggest pre-seed accelerator has had Alexandria on its radar for over a decade—though it’s a bit murky whether the chapter ever kicked off in style. If running, it would plug Egyptian founders into a global network of over 200 cities, with its much-lauded four-month bootcamp for tech dreamers. There’s mentoring from seasoned startup CEOs, a sensible graduate liquidity pool so the whole group wins when one goes big, and projects ranging everywhere from biotech to e-commerce. The application process is brutally open—you don’t even need a business idea to apply, just ambition and a stomach for feedback. So if it’s live and you fancy Silicon Valley access from the Med, keep an ear to the ground.","Alexandria, Egypt",led by Samer El Sahn (CEO of Tahrir²) and Hashem Zahran (CEO of Cloud7Labs),2012,"Inactive (The Alexandria chapter was launched in 2012, but there is no recent information indicating ongoing activities)","Technology, Digital Media, Software, Biotech, Cleantech, E-commerce, Advertising, Consumer Electronics","Not publicly disclosed for the Alexandria chapter. Globally, the Founder Institute has over 7,500 alumni companies.","Idea-stage, pre-seed",,https://fi.co/,https://www.linkedin.com/school/the-founder-institute/,"7,500+ (global)",,"Not publicly disclosed for the Alexandria chapter. Globally, the Founder Institute has facilitated +110 exits.",,
icealex,"Best described as Alexandria’s creative engine room, icealex is many things at once: tech innovation hub, parent Incubator, community builder. It’s responsible for a tidy bunch of tailored programmes, including Startups of Alex, iceTech for the pure tech crowd, and Craft Pioneers for those working in creative industries. The vibe is very much “by locals, for locals”, supporting dozens of founders with mentoring, collaboration space, and some tough love when needed. They’re big on sustainable, impact-driven businesses, so if you’re out to solve real-world challenges (and probably save the planet), this is the crowd you want backing you. Looks like they’ve taken dozens of startups under the wing, with tangible results to show for it—at least as far as Alexandria’s accelerator scene goes.","Al Azaritah, Alexandria, Egypt",Ahmed Bastawy,2011,Active,"Engineering, Science, Technology, Business Development, Creative industries",Startups of Alex: 14; iceTech: 5; Craft Pioneers: 28,Early-stage,info@icealex.com,https://icealex.com/,https://www.linkedin.com/company/icealex,,+2 01012257535,,,
iceTech,"This is icealex’s specialised track for pure tech startups—especially those with a zing for hardware or software products. Backed in part by the U.S. Consulate General Alexandria, iceTech offers immersive mentorship, regular ‘tech talks’ with local and international experts, and no nonsense advice from people who've actually built stuff before. Over at least five startups have come through recently. If you fancy getting your pitch deck poked to bits and actually want feedback, this incubation route is about as practical as it gets. Bonus points for founders who don’t mind rolling up sleeves and learning the hard way—like, actually testing things instead of just talking about them!","No.33 Tawneyat Smouha, Alexandria, Egypt",Ahmed Said,,Active,International Trade and Development,5 startups,Pre-seed to Early-stage,,,https://www.linkedin.com/company/ice-tech-alex/about/,,,,,
Startups of Alex,"Billing itself as Alexandria’s very first dedicated business incubator, Startups of Alex rolls out the full works for early-stage founders: custom workshops, networking, recruitment help, plus extras like access to prototyping and digital manufacturing labs—the kind of perks that hardware startups drool over. They’ve run at least two documented rounds, with 14 startups getting the call up.","Alexandria, Egypt","icealex (Innovation, Collaboration, Entrepreneurship Alexandria)",2015,Active,Social and Environmental Impact,14 startups (first two cohorts),Early-stage,,https://startupsofalex.untapcompete.com/,https://www.linkedin.com/showcase/startupsofalex/,200,+20 101 225 7535,,,
TIEC entrepreneurship accelerator (TEA),"TEA is a government-backed accelerator run out of the Technology Park at New Borg El Arab, offering early-stage founders a structured programme straight from the Ministry of ICT playbook. It’s heavy on seminars, mentorship, and early-stage business validation, making it ideal if you’re still hashing out your big idea and want a foot in official circles. Backed by TIEC’s national innovation network and executed by icealex, TEA helps build commercial chops for entrepreneurs joining Egypt’s fast-growing digital sector. They’ve supported at least seven startups so far—don’t expect a soft touch, but if you’ve got a decent cap table and nerves of steel, you might well thrive here.","Technology Park, Innovation Cluster, Building (B8), New Borg El Arab, Alexandria, Egypt","Technology Innovation and Entrepreneurship Center (TIEC), under the Ministry of Communications and Information Technology (MCIT), Egypt",2013,Active,"Information and Communication Technology (ICT), Technology, Innovation","Over 500 startups and 1,457 entrepreneurs supported",Pre-seed to early-stage startups,inquiries@tiec.gov.eg,https://tiec.gov.eg/English/Pages/default.aspx,https://www.linkedin.com/company/tiec,7 (minimum),+20 2 3534 5196,,,
ASU iHub,"ASU iHub, tied to the American University in Cairo, is one of those rare places where research meets reality. This innovation hub hands early-stage startups access to academic expertise, industry connections, and solid financial support. The focus is on technology, social innovation, and entrepreneurship—offering guidance from initial idea right through to launch and growth. What makes it stand out is the bridge it builds between student talent, academic facilities, and commercial opportunity. If you’re looking for more than the standard accelerator fare, this could be your golden ticket to Cairo’s broader startup ecosystem.","El Khalifa El Mamoun Street, Abbassia, Cairo, Egypt",Dr. Maged Ghoneima,2013,Active,"Technology, social innovation, entrepreneurship",,Early-stage startups and research projects,info@ihub.asu.edu.eg,https://www.asu.edu.eg/ihub/,https://www.linkedin.com/company/hqihub,250+ companies,12345678901,,,
EBni,"EBni isn’t just another accelerator—it’s a hands-on guide for entrepreneurs from their first bright idea all the way to market expansion. Open to most sectors, EBni offers structured mentorship, access to early funding, practical business development, and regular networking. There’s a real focus on helping startups scale up and dodge common pitfalls that often trip up founders just as things start to look interesting. If you want someone in your corner for every funding round and term sheet, these are your people.","22 Desouk st. of El-Imam Ali
Almazah, Heliopolis, Cairo Governorate, Egypt",EITESAL NGO,,Active,Industry agnostic,24 million Egyptian Pounds,Early-stage,info@ebni.io,https://www.ebni.io/,https://www.linkedin.com/company/ebniincubator,22,"+2 01027111136
+2 0224187779
+2 0224187525",,,
EFG EV Fintech,"If you’re building the next big thing in fintech and want someone who really speaks your language, EFG EV Fintech is top of the list. Recently ranked Egypt’s leading accelerator, it’s exclusively focused on nurturing financial technology startups. These folks know the regulatory and technical knots founders face; they provide sector-targeted mentorship, industry contacts, and crucial introductions to institutional investors. For fintech founders eyeing Series A or just starting to navigate their first cap table, it’s a proper launchpad.","Cairo, Egypt",Joint venture between EFG Hermes Holding (via EFG Finance) and Egypt Ventures,2017,Active,"FinTech, InsurTech, RegTech, Digital Banking, SME Lending",24 companies as of 2021,Early-stage startups (pre-seed to pre-Series A),business@prodevs.io,https://www.efgev.com/,https://www.linkedin.com/company/efgevfintech,At least 7 startups funded in 2021,,,,
EdVentures,"EdVentures specializes in education, culture, and new ways of learning, backing startups in the SEED and Pre-Series A rounds. They’re not just any old accelerator—EdVentures is corporate venture capital targeting educational tech and cultural innovation across North Africa and the Arab world. The focus is all on helping founders tackle the region’s giant education challenges, and their mentorship suits anyone who’s serious about human capital. Ranked Egypt’s third most active accelerator, they’re the ones to call if you’re planning to disrupt classrooms rather than just make another app.","21 Ahmed Orabi Street, Mohandessin, Giza, Egypt",Dalia Ibrahim (CEO of Nahdet Misr Group),2017,Active,"Education, culture, innovative learning solutions",22 companies as of September 2024,"SEED, Pre-Series A",info@nmedventures.com,https://www.nmedventures.com/,https://www.linkedin.com/company/edventuress,At least 22 startups funded as of 2024,+20 10 29980661,,,
Falak Startups,"Falak Startups is Cairo’s all-rounder, backed by Egypt Ventures and impressive in both scale and success. With 69 investments and a handful of exits, Falak is famous for being tough but transformative—offering seed funding, office space downtown, and heavy-duty mentorship for early-stage startups. There’s a specialist fintech track too (via EFGEV), so whichever side of tech you’re on, there’s likely a seat at their table. Expect support around market analysis, product-market fit, and building the sort of teams that actually last. Founders say if you want to make a splash in VC funding, Falak knows where the big fish swim.","28 El Falaki Street, The Greek Campus, Cairo, Egypt",Ahmed Hazem Dakroury,2018,Active,"Tech-enabled startups (focus on FinTech), industry agnostic",69,"Pre-Seed, Seed, Series A",saif@falakstartups.com,https://www.falakstartups.com/,https://www.linkedin.com/company/falakstartups,69,+20 100 669 9561,4,,
Flat6Labs,"Flat6Labs is practically a household name now, not just in Cairo but across the broader MENA region. This heavyweight backs early-stage startups with seed funding, top-drawer mentorship, and a vast rolodex of investors and partners. They support everything from agritech to healthcare to climate innovation. Flat6Labs’ alumni tend to move fast—from pre-seed to funding round with reassuring speed. If you’re after support to sharpen your business model or scale up before a big round, their process has real grit and pragmatisme built in.","1 Dr. Mohamed Sobhy, Second Floor, Flat 6, Giza, Egypt",Ahmed El Alfi and Hany Al Sonbaty (Founders of Sawari Ventures),2011,Active,"Climate, construction, agritech, social impact, technology, healthcare, fintech",Over 400 startups across MENA,Pre-Seed to Series A,cairo@flat6labs.com,https://flat6labs.com/Location/egypt/,https://www.linkedin.com/company/flat6labs,Over 400 startups funded,+2 0235685856,At least 4 exits,,
Founder Institute Cairo,"The local arm of a global pre-seed accelerator, Founder Institute Cairo has quickly become a magnet for would-be entrepreneurs aiming to push past the early jitters. Their 2025 programme is backed by mentors like Gamal Sadek and Rafeh Saleh and is famous for turning “employees with ideas” into functioning founders. Expect a highly structured approach, from building a viable product to assembling a real team. There’s plenty of free startup events, and the alumni have raised close to $2 billion globally since it all began—a proper testament to their method. If your pitch deck needs refining, you’ll find inspiring company here.","Cairo, Egypt","Gamal Sadek, Rafeh Saleh",2009 (global),Active,Tech-enabled startups (sector-agnostic),"Not publicly disclosed for the Cairo chapter. Globally, the Founder Institute has over 7,500 alumni companies.",Pre-seed,,https://fi.co/,https://www.linkedin.com/school/the-founder-institute/,"7,500+ (global)",,"Not publicly disclosed for the Cairo chapter. Globally, the Founder Institute has facilitated +110 exits.",,
GESR,"GESR is a proper social innovation champion, helping founders use technology for actual good. Linked to the Misr El-Kheir Foundation, this accelerator zeroes in on big themes: education, health, clean water, affordable housing. It’s ranked second only nationally, and often attracts entrepreneurs chasing more than just profit. Their support model offers busy founders mentorship, funding, and access to development resources—all in the hope of unearthing society-changing solutions. The vibe? Ideas here really can change the country.","4 El Ahram Street, El Nafoura Square, Al Mokattam, Cairo, Egypt",Misr El-Kheir Foundation,2013,Active,"Water, Energy, Food/Agribusiness, Health, Education, Artificial Intelligence (AI), Internet of Things (IoT)",,"Early-stage startups, particularly those focusing on hardware and IoT solutions addressing social challenges",gesr@misrelkheir.org,https://gesr.net/,https://www.linkedin.com/company/gesrmisrelkheir,,"+2 0228452549
+2 0228452351",,,
Innoventures,"Innoventures has genuine staying power in Cairo’s VC and accelerator game. They’ve been around since 2010, with a foot firmly in both seed funding and hands-on incubation. Their Startup Reactor programme keeps pulling in anyone working on tech, media, energy, or anything a bit creative. Recent years have seen them invest across multiple countries, which gives their founders a broader perspective and network. Their team goes deep on strategy, helping startups avoid rookie errors and prep for everything from an angel investor dinner to a proper funding round.","124 Othman Ibn Affan Street, Apt. 33, Heliopolis, Cairo, Egypt","Ahmed Mikkawi, Ashraf El-Sharkawy, and Sameh Shaheen",2010,Active,"Technology, Internet & Mobile, E-Commerce, Productivity, Food & Beverage, Big Data & Analytics, AI & ML, Healthcare, Climate & Sustainability, Enterprise, SaaS",Over 22 companies,Early-stage,info@innoventures.me,https://innoventures.me/,https://www.linkedin.com/company/innoventures,23,+20 2 2774 4374,10,,
MDI (Misr Digital Innovation),"MDI helps early-stage businesses sprint from scrappy ideas to actual market contenders. Their focus is all about technology and innovation, with a steady mix of mentorship, practical funding, and plenty of exposure to industry experts. MDI puts effort into coaching startups through everything from business model tweaks to brokering key investor intros. If you’re an Egyptian founder dreaming about scaling fast in the region, this lot will give your startup the nudge it needs.","Building 8, Street 7, Degla, Maadi, Cairo, Egypt, PO Box: 11728",Established by Banque Misr,2020,Active,"Digital Banking, FinTech, Financial Services",,Early-stage,,https://www.mdi.com.eg/,https://www.linkedin.com/company/misr-digital-innovation,1,,1,,
Pmaestro,"Pmaestro tackles one of the issues plaguing fresh startups: organising teams and getting ideas off the ground without chaos. They’re all about strategic support, tailored mentorship, funding possibilities, and connecting you to the right industry experts. Pmaestro’s sweet spot is helping founders implement proper project management from day one, so you don’t end up papering over cracks later on. It’s the sort of help you don’t know you need until you’re halfway through a sleepless fundraising sprint.","14C Ahmed Kamel Street, Al Lasilki, Al Maadi, Cairo, Egypt",Mohammed Mounir El-Ahwal,2017,Active,"Technology, innovation",,Early-stage,info@pmaestro.com,https://pmaestro.com/,https://www.linkedin.com/company/pmaestro,"At least 1 (e.g., Vetcode in 2018)",+2 01111155530,"At least 1 (e.g., Vetcode in 2018)",,
Startupbootcamp Fintech Cairo,"Part of a respected global network, Startupbootcamp Fintech Cairo is designed exclusively for financial technology startups. They offer world-class mentorship and networking with both local and international leaders (think Ghana to Singapore to the UK). If you’re developing payment systems, challenger banks or smart finance solutions for underbanked populations, this programme could fast-track your journey from Cairo to the world stage.","171 Tahrir Street, Cairo, Egypt",Startupbootcamp FinTech Cairo is a collaborative initiative between Startupbootcamp and Pride Capital,2019,Active,Financial Technology (Fintech),,Early-stage,fintechcairo@startupbootcamp.org,https://www.startupbootcamp.org/accelerator/fintech-cairo/,https://www.linkedin.com/company/startupbootcamp/,invested in 200 companies,,37,,
DTV Ventures,"Sat right inside Dhahran Techno Valley Science Park, DTV Ventures hooks up early-stage startups in deep-tech—think energy and sustainability, mostly—with everything from seed funding to proper lab facilities and co-development deals. They’re plugged in to over 30 global firms onsite, plenty of which have a habit of investing or partnering if you show promise. If your cap table looks a bit thin, they’ll help you bulk it up, and you’ll be working shoulder-to-shoulder with bright sparks from around the world.","King Fahd University of Petroleum and Minerals
Dhahran 31261, Saudi Arabia","Dhahran Techno Valley Holding Company (DTVC), a wholly owned subsidiary of King Fahd University of Petroleum and Minerals (KFUPM)",2016,Active,"Energy, Sustainability, Deep-tech",,"Early-stage (Seed, Pre-seed)",ventures@dtvc.edu.sa,https://www.dtvc.com.sa/,https://www.linkedin.com/company/dhahran-techno-valley-dtvc-,9,+966 13 860 7200,,,
Entrepreneurial Emerging Leaders (EEL) Acceleration Program,"This is KFUPM’s way of showing that academia and startups can actually get along. The EEL program backs student, faculty and local entrepreneurs itching to build tech startups, offering incubation, specialist mentoring, and access to the elusive Keys of Goodness fund for early grant capital. It’s been the launchpad for some of Dhahran’s best-known success stories—IR4LAB and Meem Web Solutions, just for starters. You’ll get support on everything from IP headaches to MVP development and, if you’re lucky, the kind of business plan that actually stands up under investor grilling.","Dhahran, Saudi Arabia",King Fahd University of Petroleum and Minerals (KFUPM) Entrepreneurship Institute,2017,Active,Technology,,"Pre-seed, Seed",ei@kfupm.edu.sa,https://ei.kfupm.edu.sa/our-programs/eel-acceleration-program/,,,+966 13 8607781,,,
KFUPM Center for Business Incubators,"Tucked inside the university, this incubator offers more than just a desk—it’s got proper lab space, business coaching, and even 15 hours of legal help a month courtesy of Mohaimeed Law Firm. Startups score $8,000 in AWS credits and a shot at the Keys of Goodness grants, with the focus on getting your prototype in the hands of investors who don’t mind rolling the dice on early-stage ideas. In a city obsessed with energy, these guys welcome innovators from just about any sector, especially if you’re spinning something out of university research.","Dhahran, Saudi Arabia",King Fahd University of Petroleum and Minerals (KFUPM),2011,Active,"Technology, Manufacturing, Digital Economy",,"Pre-seed, Seed",ei@kfupm.edu.sa,https://ei.kfupm.edu.sa/our-centers/center-for-business-incubators/,https://www.linkedin.com/school/eikfupm/,,+966 13 8607781,,,
KFUPM EXPONENTIAL,"If you want hands-on experience building your MVP (with the scars to prove it), EXPONENTIAL covers the full journey: innovation, product, pitch presentation to VCs, the lot. Run by the entrepreneurship crowd at KFUPM, it leans heavily on mentorship from industrial types and business minds, not just tutors. Expect a lot of practical graft and the kind of feedback you wish you’d had the first time your pitch deck bombed.","Dhahran, Saudi Arabia",King Fahd University of Petroleum and Minerals (KFUPM),,Active,"Innovation-Driven Entrepreneurship, Technology Commercialization",,"Pre-seed, Seed",ei@kfupm.edu.sa,https://ei.kfupm.edu.sa/our-programs/kfupm-exponential/,https://www.linkedin.com/school/eikfupm/,,+966 13 8607781,,,
LAB7,"LAB7 is Aramco’s own big bet on early innovation before the VC sharks get involved. Based in Dhahran, this is where would-be disruptors show off game-changing ideas, especially in sustainability, manufacturing, digital, and social innovation. If you’re pre-seed and looking for somewhere to incubate that mad idea no one else “gets” yet, they might just hand you the keys to their own industrial sandbox. Basically, impress here and you’ll have a shot at bigger coin from Wa’ed Ventures next door.","Dhahran, Saudi Arabia",Saudi Aramco,2024,Active,"Sustainability, Manufacturing, Digital, Industrial, Social Innovation",,"Pre-seed, Early-stage",,https://lab7.com.sa/,https://www.linkedin.com/company/lab7-sa,,,,,
Startupbootcamp Energy and Sustainability Accelerator,"Global accelerator Startupbootcamp has teamed up with Dhahran Techno Valley Company to run a sharp, three-month bootcamp for energy and climate-tech startups. Founders get $100K support—half cash, half in-kind—plus direct access to industry titans like Aramco and SABIC. You’ll rub shoulders with genuine experts, work on real-world pilot projects, and plug in to a wider network of VC funding and angels, even beyond Saudi. They’re big on resource conservation, water management, circular economy… basically, if your tech feels “future,” you’re in the right room.","Dhahran, Saudi Arabia","Startupbootcamp, in partnership with Dhahran Techno Valley Company (DTVC)",2024,Active,"Energy, Sustainability, ClimateTech, Circular Economy, Water Management, Energy Storage, Predictive Maintenance",Over €2.5 billion,Seed,marketing@startupbootcamp.org,https://www.startupbootcamp.org/accelerator/energy-sustainability,https://www.linkedin.com/company/startupbootcamp,"1,457",,37,,
TAQADAM Accelerator (KAUST),"Even though its HQ is in Thuwal, TAQADAM has active reach in Dhahran and shouldn’t be ignored. They’ve supported over 270 startups so far and help founders land up to $140,000 in non-dilutive funding—no awkward cap table wrangling here. The six-month programme is hybrid: online sessions, with the odd in-person workshop if you’re local. Great track record: nearly $300M in investments secured, over 3500 jobs created. Whether you’re in energy, fintech, health, agri-tech, or you just refuse to fit in a box, TAQADAM has seen it all. They do run a tight ship though—getting in is competitive, so have your best pitch ready.","Based in Thuwal, with activities in Dhahran",KAUST and SABB partnership,2016,Active,"Energy, FinTech, Health, Agriculture, Multi-sector",270+ startups,"Early-stage, Deep tech",taqadam@kaust.edu.sa,https://taqadam.kaust.edu.sa/,https://www.linkedin.com/company/taqadam/,145,,,,
